postcode,prefecture,city,ward
5193921,Mie Ken,Owase Shi,Katacho
5194204,Mie Ken,Kumano Shi,Nigishimacho
5194206,Mie Ken,Kumano Shi,Atashikacho
5194324,Mie Ken,Kumano Shi,Idocho
5194325,Mie Ken,Kumano Shi,Arimacho
5194327,Mie Ken,Kumano Shi,Kanayamacho
5194442,Mie Ken,Kumano Shi,Kamikawacho Konoe
5194563,Mie Ken,Kumano Shi,Asukacho Kozaka
5194671,Mie Ken,Kumano Shi,Isatocho Momozaki
5195202,Mie Ken,Minamimuro Gun,Shiwara
5195204,Mie Ken,Minamimuro Gun,Atawa
5195204,Mie Ken,Minamimuro Gun,Yamaji
5195204,Mie Ken,Minamimuro Gun,Atawa 
5195322,Mie Ken,Minamimuro Gun,Uwano
5195403,Mie Ken,Kumano Shi,Kiwacho Nagao
5195414,Mie Ken,Kumano Shi,Kiwacho Kogurusu
5195701,Mie Ken,Minamimuro Gun,Udono
5195835,Mie Ken,Minamimuro Gun,Ozato
6471325,Mie Ken,Kumano Shi,Kiwacho Yoji
9100001,Fukui Ken,Fukui Shi,Daiganji
9100003,Fukui Ken,Fukui Shi,Matsumoto
9100004,Fukui Ken,Fukui Shi,Hoei
9100005,Fukui Ken,Fukui Shi,Ote
9100014,Fukui Ken,Fukui Shi,Ikuhisacho
9100015,Fukui Ken,Fukui Shi,Ninomiya
9100017,Fukui Ken,Fukui Shi,Bunkyo
9100019,Fukui Ken,Fukui Shi,Haruyama
9100021,Fukui Ken,Fukui Shi,Kentoku
9100023,Fukui Ken,Fukui Shi,Junka
9100026,Fukui Ken,Fukui Shi,Koyo
9100042,Fukui Ken,Fukui Shi,Kishimizucho
9100063,Fukui Ken,Fukui Shi,Tomyoji
9100065,Fukui Ken,Fukui Shi,Yatsushimacho
9100101,Fukui Ken,Fukui Shi,Tsukushino
9100134,Fukui Ken,Fukui Shi,Uenohommachi
9100347,Fukui Ken,Sakai Shi,Maruokacho Kumando
9100351,Fukui Ken,Sakai Shi,Maruokacho Torakuni
9100355,Fukui Ken,Sakai Shi,Maruokacho Takase
9100804,Fukui Ken,Fukui Shi,Takagichuo
9100825,Fukui Ken,Fukui Shi,Haramecho
9100832,Fukui Ken,Fukui Shi,Shimbocho
9100846,Fukui Ken,Fukui Shi,Yotsui
9100853,Fukui Ken,Fukui Shi,Joto
9100854,Fukui Ken,Fukui Shi,Miyuki
9101127,Fukui Ken,Yoshida Gun,Matsuoka Yoshinozakai
9101142,Fukui Ken,Yoshida Gun,Matsuoka Kenjojima
9101212,Fukui Ken,Yoshida Gun,Higashifuruichi
9101314,Fukui Ken,Yoshida Gun,Kurisunami
9102162,Fukui Ken,Fukui Shi,Minamiyamacho
9102177,Fukui Ken,Fukui Shi,Inazucho
9102351,Fukui Ken,Fukui Shi,Miyamacho
9102512,Fukui Ken,Imadate Gun,Inari
9103133,Fukui Ken,Fukui Shi,Ishishimbocho
9103144,Fukui Ken,Fukui Shi,Mizukiricho
9103374,Fukui Ken,Fukui Shi,Takasucho
9103376,Fukui Ken,Fukui Shi,Meracho
9103402,Fukui Ken,Fukui Shi,Ayukawacho
9103516,Fukui Ken,Fukui Shi,Kazaocho
9103551,Fukui Ken,Fukui Shi,Omicho
9103623,Fukui Ken,Fukui Shi,Shimaderacho
9104105,Fukui Ken,Awara Shi,Funatsu
9110003,Fukui Ken,Katsuyama Shi,Kitadanichokogo
9110035,Fukui Ken,Katsuyama Shi,Korimachi
9110045,Fukui Ken,Katsuyama Shi,Aradocho Inami
9110045,Fukui Ken,Katsuyama Shi,Aradocho Myokinjima
9110802,Fukui Ken,Katsuyama Shi,Showamachi
9110815,Fukui Ken,Katsuyama Shi,Takajima
9110815,Fukui Ken,Katsuyama Shi,Nishitakajima
9110815,Fukui Ken,Katsuyama Shi,Kamitakajima
9110815,Fukui Ken,Katsuyama Shi,Kitaichi
9110815,Fukui Ken,Katsuyama Shi,Shimotakajima
9110817,Fukui Ken,Katsuyama Shi,Asahikeyacho
9120011,Fukui Ken,Ono Shi,Minamishinzaike
9120016,Fukui Ken,Ono Shi,Tomoe
9120022,Fukui Ken,Ono Shi,Yomeicho
9120085,Fukui Ken,Ono Shi,Shinjo
9120205,Fukui Ken,Ono Shi,Asahi
9120415,Fukui Ken,Ono Shi,Togo
9120811,Fukui Ken,Ono Shi,Tsuchiuchi
9130043,Fukui Ken,Sakai Shi,Mikunicho Nishiki
9140035,Fukui Ken,Tsuruga Shi,Yamashimizu
9140051,Fukui Ken,Tsuruga Shi,Hommachi
9140052,Fukui Ken,Tsuruga Shi,Kiyomizucho
9140074,Fukui Ken,Tsuruga Shi,Tsunogacho
9140146,Fukui Ken,Tsuruga Shi,Kanayama
9140264,Fukui Ken,Tsuruga Shi,Suizu
9140807,Fukui Ken,Tsuruga Shi,Matsubacho
9140814,Fukui Ken,Tsuruga Shi,Kizaki
9140844,Fukui Ken,Tsuruga Shi,Irohama
9150004,Fukui Ken,Echizen Shi,Kitacho
9150014,Fukui Ken,Echizen Shi,Nishiocho
9150024,Fukui Ken,Echizen Shi,Kamiotsubocho
9150084,Fukui Ken,Echizen Shi,Murakuni
9150085,Fukui Ken,Echizen Shi,Hachiman
9150264,Fukui Ken,Echizen Shi,Nokacho
9150801,Fukui Ken,Echizen Shi,Iehisacho
9150803,Fukui Ken,Echizen Shi,Hiraide
9150814,Fukui Ken,Echizen Shi,Chuo
9150841,Fukui Ken,Echizen Shi,Bunkyo
9150844,Fukui Ken,Echizen Shi,Myohojicho
9150857,Fukui Ken,Echizen Shi,Shiromarucho
9151113,Fukui Ken,Nanjo Gun,Kaburaki
9151204,Fukui Ken,Echizen Shi,Tobecho
9151225,Fukui Ken,Echizen Shi,Yuyacho
9160021,Fukui Ken,Sabae Shi,Sanrokucho
9160028,Fukui Ken,Sabae Shi,Koguromachi
9160062,Fukui Ken,Sabae Shi,Kumadacho
9160133,Fukui Ken,Nyu Gun,Kihisho
9160147,Fukui Ken,Nyu Gun,Uchigori
9160223,Fukui Ken,Nyu Gun,Shimogawara
9160272,Fukui Ken,Nyu Gun,Kashizu
9160316,Fukui Ken,Nyu Gun,Okonogi
9161115,Fukui Ken,Sabae Shi,Ochiicho
9170017,Fukui Ken,Obama Shi,Haga
9170017,Fukui Ken,Obama Shi,Egogawa
9170023,Fukui Ken,Obama Shi,Fuchu
9170074,Fukui Ken,Obama Shi,Nochisecho
9170078,Fukui Ken,Obama Shi,Otecho
9170084,Fukui Ken,Obama Shi,Obama Hiromine
9170096,Fukui Ken,Obama Shi,Umpin
9170371,Fukui Ken,Oi Gun,Natasho Ogura
9188032,Fukui Ken,Fukui Shi,Minamiemoricho
9188034,Fukui Ken,Fukui Shi,Nagocho
9188037,Fukui Ken,Fukui Shi,Shimoemoricho
9188055,Fukui Ken,Fukui Shi,Wakasugi
9188055,Fukui Ken,Fukui Shi,Wakasugicho
9188076,Fukui Ken,Fukui Shi,Hondocho
9188082,Fukui Ken,Fukui Shi,Shimoikaricho
9188105,Fukui Ken,Fukui Shi,Kida
9188114,Fukui Ken,Fukui Shi,Usui
9188152,Fukui Ken,Fukui Shi,Imaichicho
9188155,Fukui Ken,Fukui Shi,Sugitanicho
9188203,Fukui Ken,Fukui Shi,Kamikitano
9188212,Fukui Ken,Fukui Shi,Kitaimaizumicho
9190131,Fukui Ken,Nanjo Gun,Imajo
9190223,Fukui Ken,Nanjo Gun,Higashidaido
9190327,Fukui Ken,Fukui Shi,Odorocho
9190328,Fukui Ken,Fukui Shi,Shimbirakicho
9190412,Fukui Ken,Sakai Shi,Haruecho Edomenaka
9190512,Fukui Ken,Sakai Shi,Sakaicho Miyaryo
9190522,Fukui Ken,Sakai Shi,Sakaicho Kamishinjo
9190526,Fukui Ken,Sakai Shi,Sakaicho Kamihyogo
9190621,Fukui Ken,Awara Shi,Ichihime
9191133,Fukui Ken,Mikata Gun,Aso
9191146,Fukui Ken,Mikata Gun,Oyabu
9191147,Fukui Ken,Mikata Gun,Kiyama
9191305,Fukui Ken,Mikatakaminaka Gun,Kitamaegawa
9191542,Fukui Ken,Mikatakaminaka Gun,Inokuchi
9192114,Fukui Ken,Oi Gun,Nojiri
9192225,Fukui Ken,Oi Gun,Miyazaki
9192351,Fukui Ken,Oi Gun,Yamanaka
9200011,Ishikawa Ken,Kanazawa Shi,Matsuderamachi
9200017,Ishikawa Ken,Kanazawa Shi,Moroemachi
9200022,Ishikawa Ken,Kanazawa Shi,Kitayasue
9200025,Ishikawa Ken,Kanazawa Shi,Ekinishihommachi
9200031,Ishikawa Ken,Kanazawa Shi,Hiroka
9200067,Ishikawa Ken,Kanazawa Shi,Ninomiyamachi
9200171,Ishikawa Ken,Kanazawa Shi,Iwademachi
9200266,Ishikawa Ken,Kahoku Gun,Onebu
9200271,Ishikawa Ken,Kahoku Gun,Tsurugaoka
9200277,Ishikawa Ken,Kahoku Gun,Chidoridai
9200335,Ishikawa Ken,Kanazawa Shi,Kanaiwa Higashi
9200344,Ishikawa Ken,Kanazawa Shi,Unedahigashi
9200348,Ishikawa Ken,Kanazawa Shi,Matsumura
9200352,Ishikawa Ken,Kanazawa Shi,Kannondomachi
9200364,Ishikawa Ken,Kanazawa Shi,Matsushima
9200364,Ishikawa Ken,Kanazawa Shi,Matsushimamachi
9200373,Ishikawa Ken,Kanazawa Shi,Midori
9200374,Ishikawa Ken,Kanazawa Shi,Kamiyasuharaminami
9200374,Ishikawa Ken,Kanazawa Shi,Kamiyasuharamachi
9200804,Ishikawa Ken,Kanazawa Shi,Naruwa
9200806,Ishikawa Ken,Kanazawa Shi,Jinguji
9200811,Ishikawa Ken,Kanazawa Shi,Kosakamachi
9200816,Ishikawa Ken,Kanazawa Shi,Yamanoemachi
9200818,Ishikawa Ken,Kanazawa Shi,Ohimachi
9200849,Ishikawa Ken,Kanazawa Shi,Horikawashimmachi
9200851,Ishikawa Ken,Kanazawa Shi,Kasaichimachi
9200861,Ishikawa Ken,Kanazawa Shi,Sanjamachi
9200865,Ishikawa Ken,Kanazawa Shi,Nagamachi
9200918,Ishikawa Ken,Kanazawa Shi,Oyamamachi
9200919,Ishikawa Ken,Kanazawa Shi,Minamicho
9200924,Ishikawa Ken,Kanazawa Shi,Taimachi
9200932,Ishikawa Ken,Kanazawa Shi,Koshomachi
9200933,Ishikawa Ken,Kanazawa Shi,Higashikenrokumachi
9200938,Ishikawa Ken,Kanazawa Shi,Tobiumecho
9200942,Ishikawa Ken,Kanazawa Shi,Kodatsuno
9200964,Ishikawa Ken,Kanazawa Shi,Hondamachi
9200966,Ishikawa Ken,Kanazawa Shi,Jonan
9200996,Ishikawa Ken,Kanazawa Shi,Aburaguruma
9201102,Ishikawa Ken,Kanazawa Shi,Futamatamachi
9201122,Ishikawa Ken,Kanazawa Shi,Yuwaku Arayamachi
9201302,Ishikawa Ken,Kanazawa Shi,Suemachi
9201341,Ishikawa Ken,Kanazawa Shi,Besshomachi
9202104,Ishikawa Ken,Hakusan Shi,Tsukihashimachi
9202121,Ishikawa Ken,Hakusan Shi,Tsurugi Hommachi
9202146,Ishikawa Ken,Hakusan Shi,Hyugamachi
9202331,Ishikawa Ken,Hakusan Shi,Seto
9202341,Ishikawa Ken,Hakusan Shi,Kamashimizumachi
9203114,Ishikawa Ken,Kanazawa Shi,Yoshiwaramachi
9203115,Ishikawa Ken,Kanazawa Shi,Mirokumachi
9203116,Ishikawa Ken,Kanazawa Shi,Minamimorimotomachi
9203121,Ishikawa Ken,Kanazawa Shi,Obamachi
9203135,Ishikawa Ken,Kanazawa Shi,Yokomakuramachi
9208201,Ishikawa Ken,Kanazawa Shi,Kuratsukihigashi
9208217,Ishikawa Ken,Kanazawa Shi,Chikaokamachi
9218013,Ishikawa Ken,Kanazawa Shi,Shinkanda
9218032,Ishikawa Ken,Kanazawa Shi,Kiyokawamachi
9218033,Ishikawa Ken,Kanazawa Shi,Teramachi
9218036,Ishikawa Ken,Kanazawa Shi,Yayoi
9218041,Ishikawa Ken,Kanazawa Shi,Izumi
9218042,Ishikawa Ken,Kanazawa Shi,Izumihommachi
9218044,Ishikawa Ken,Kanazawa Shi,Yonaizumimachi
9218062,Ishikawa Ken,Kanazawa Shi,Shimbohon
9218105,Ishikawa Ken,Kanazawa Shi,Heiwamachi
9218111,Ishikawa Ken,Kanazawa Shi,Wakakusamachi
9218117,Ishikawa Ken,Kanazawa Shi,Midorigaoka
9218146,Ishikawa Ken,Kanazawa Shi,Nukaotomarumachi
9218151,Ishikawa Ken,Kanazawa Shi,Kubo
9218155,Ishikawa Ken,Kanazawa Shi,Takaodai
9218164,Ishikawa Ken,Kanazawa Shi,Hisayasu
9218176,Ishikawa Ken,Kanazawa Shi,Enkojihommachi
9218802,Ishikawa Ken,Nonoichi Shi,Oshino
9218825,Ishikawa Ken,Nonoichi Shi,Sanno
9218831,Ishikawa Ken,Nonoichi Shi,Shimobayashi
9218834,Ishikawa Ken,Nonoichi Shi,Nakabayashi
9218847,Ishikawa Ken,Nonoichi Shi,Rengejimachi
9220048,Ishikawa Ken,Kaga Shi,Daishoji Babamachi
9220057,Ishikawa Ken,Kaga Shi,Daishoji Hachikemmichi
9220106,Ishikawa Ken,Kaga Shi,Yamanakaonsen Uwabaramachi
9220322,Ishikawa Ken,Kaga Shi,Uwanomachi
9220331,Ishikawa Ken,Kaga Shi,Iburihashimachi
9220333,Ishikawa Ken,Kaga Shi,Tsubakuramachi
9220411,Ishikawa Ken,Kaga Shi,Ushiozumachi
9220553,Ishikawa Ken,Kaga Shi,Oshiomachi
9220563,Ishikawa Ken,Kaga Shi,Yutakamachi
9220861,Ishikawa Ken,Kaga Shi,Daishoji Jikatamachi
9230003,Ishikawa Ken,Komatsu Shi,Atakamachi
9230014,Ishikawa Ken,Komatsu Shi,Matsunashimachi
9230036,Ishikawa Ken,Komatsu Shi,Hiraomotemachi
9230054,Ishikawa Ken,Komatsu Shi,Onomachi
9230153,Ishikawa Ken,Komatsu Shi,Kanahiramachi
9230155,Ishikawa Ken,Komatsu Shi,Esashimachi
9230183,Ishikawa Ken,Komatsu Shi,Seiryomachi
9230303,Ishikawa Ken,Komatsu Shi,Shimamachi
9230313,Ishikawa Ken,Komatsu Shi,Tsubakuramachi
9230806,Ishikawa Ken,Komatsu Shi,Koderamachi
9230824,Ishikawa Ken,Komatsu Shi,Karumimachi
9230854,Ishikawa Ken,Komatsu Shi,Dairyomachi
9230937,Ishikawa Ken,Komatsu Shi,Hommachi
9230938,Ishikawa Ken,Komatsu Shi,Ashidamachi
9230961,Ishikawa Ken,Komatsu Shi,Mukaimotorimachi
9230964,Ishikawa Ken,Komatsu Shi,Imaemachi
9230968,Ishikawa Ken,Komatsu Shi,Muramatsumachi
9231121,Ishikawa Ken,Nomi Shi,Teraimachi
9231123,Ishikawa Ken,Nomi Shi,Yoshimitsumachi
9231245,Ishikawa Ken,Nomi Shi,Tatsunokuchimachi
9231267,Ishikawa Ken,Nomi Gun,Hitotsuya
9240011,Ishikawa Ken,Hakusan Shi,Yokoemachi
9240013,Ishikawa Ken,Hakusan Shi,Banjomachi
9240026,Ishikawa Ken,Hakusan Shi,Hiragimachi
9240063,Ishikawa Ken,Hakusan Shi,Kasamamachi
9240848,Ishikawa Ken,Hakusan Shi,Nagashimamachi
9240853,Ishikawa Ken,Hakusan Shi,Kamiyasutamachi
9240864,Ishikawa Ken,Hakusan Shi,Baba
9240878,Ishikawa Ken,Hakusan Shi,Suehiro
9250021,Ishikawa Ken,Hakui Shi,Yoshisakimachi
9250052,Ishikawa Ken,Hakui Shi,Chuomachi
9250054,Ishikawa Ken,Hakui Shi,Chirihamamachi
9250141,Ishikawa Ken,Hakui Gun,Takahamacho
9250447,Ishikawa Ken,Hakui Gun,Togi Ryokemachi
9250613,Ishikawa Ken,Hakui Shi,Inoyamamachi
9260022,Ishikawa Ken,Nanao Shi,Tenjinkawaramachi
9260028,Ishikawa Ken,Nanao Shi,Fujinomachi
9260031,Ishikawa Ken,Nanao Shi,Furukomachi
9260178,Ishikawa Ken,Nanao Shi,Ishizakimachi
9260814,Ishikawa Ken,Nanao Shi,Tokoroguchimachi
9260816,Ishikawa Ken,Nanao Shi,Fujihashimachi
9260816,Ishikawa Ken,Nanao Shi,Iwayamachi
9260817,Ishikawa Ken,Nanao Shi,Nishifujihashimachi
9260854,Ishikawa Ken,Nanao Shi,Naginora
9270024,Ishikawa Ken,Hosu Gun,Yuigaoka
9270026,Ishikawa Ken,Hosu Gun,Omachi
9270433,Ishikawa Ken,Hosu Gun,Ushitsu
9270441,Ishikawa Ken,Hosu Gun,Fujinami
9270553,Ishikawa Ken,Hosu Gun,Ogi
9270602,Ishikawa Ken,Hosu Gun,Matsunami
9270602,Ishikawa Ken,Hosu Gun,Myojo
9270603,Ishikawa Ken,Hosu Gun,Nunora
9271213,Ishikawa Ken,Suzu Shi,Nonoemachi
9271222,Ishikawa Ken,Suzu Shi,Horyumachi Ukai
9271321,Ishikawa Ken,Suzu Shi,Otanimachi
9271454,Ishikawa Ken,Suzu Shi,Misakimachi Uji
9272174,Ishikawa Ken,Wajima Shi,Monzemmachi Hiroka
9272175,Ishikawa Ken,Wajima Shi,Monzemmachi Shimizu
9280001,Ishikawa Ken,Wajima Shi,Kawaimachi
9280012,Ishikawa Ken,Wajima Shi,Yokojimachi
9280072,Ishikawa Ken,Wajima Shi,Amamachi
9280072,Ishikawa Ken,Wajima Shi,Amamachi
9280215,Ishikawa Ken,Wajima Shi,Machinomachi Awagura
9280331,Ishikawa Ken,Hosu Gun,Yanagida
9290124,Ishikawa Ken,Nomi Shi,Hamamachi
9290233,Ishikawa Ken,Hakusan Shi,Mikawa Hamamachi
9290307,Ishikawa Ken,Kahoku Gun,Hirano
9290307,Ishikawa Ken,Kahoku Gun,Tane
9290325,Ishikawa Ken,Kahoku Gun,Kagatsume
9290343,Ishikawa Ken,Kahoku Gun,Minamichujo
9291122,Ishikawa Ken,Kahoku Shi,Nanakubo
9291123,Ishikawa Ken,Kahoku Shi,Mori
9291173,Ishikawa Ken,Kahoku Shi,Tozuka
9291215,Ishikawa Ken,Kahoku Shi,Takamatsu
9291343,Ishikawa Ken,Hakui Gun,Ogawa
9291602,Ishikawa Ken,Kashima Gun,Notobekami
9291717,Ishikawa Ken,Kashima Gun,Yoshikawa
9292222,Ishikawa Ken,Nanao Shi,Nakajimamachi Nakajima
9292372,Ishikawa Ken,Wajima Shi,Miimachi Sue
9300003,Toyama Ken,Toyama Shi,Sakuramachi
9300005,Toyama Ken,Toyama Shi,Shinsakuramachi
9300009,Toyama Ken,Toyama Shi,Jinzumachi
9300083,Toyama Ken,Toyama Shi,Sogawa
9300084,Toyama Ken,Toyama Shi,Otemachi
9300087,Toyama Ken,Toyama Shi,Yasunoyacho
9300093,Toyama Ken,Toyama Shi,Uchisaiwaicho
9300097,Toyama Ken,Toyama Shi,Shibazonocho
9300108,Toyama Ken,Toyama Shi,Hongochubu
9300108,Toyama Ken,Toyama Shi,Hongo
9300108,Toyama Ken,Toyama Shi,Hongohokubu
9300108,Toyama Ken,Toyama Shi,Hongoseibu
9300108,Toyama Ken,Toyama Shi,Hongotobu
9300138,Toyama Ken,Toyama Shi,Kurehamachikita
9300138,Toyama Ken,Toyama Shi,Kurehamachi
9300138,Toyama Ken,Toyama Shi,Kurehamachinishi
9300143,Toyama Ken,Toyama Shi,Nishikanaya
9300171,Toyama Ken,Toyama Shi,Nonoe
9300175,Toyama Ken,Toyama Shi,Gankaiji
9300221,Toyama Ken,Nakaniikawa Gun,Maezawa
9300283,Toyama Ken,Nakaniikawa Gun,Ebie
9300362,Toyama Ken,Nakaniikawa Gun,Hieda
9300424,Toyama Ken,Nakaniikawa Gun,Sainokamishin
9300804,Toyama Ken,Toyama Shi,Shimoshimmachi
9300817,Toyama Ken,Toyama Shi,Shimokui
9300846,Toyama Ken,Toyama Shi,Okuimachi
9300855,Toyama Ken,Toyama Shi,Akaemachi
9300856,Toyama Ken,Toyama Shi,Ushijimashimmachi
9300859,Toyama Ken,Toyama Shi,Ushijimahommachi
9300873,Toyama Ken,Toyama Shi,Kanaya
9300887,Toyama Ken,Toyama Shi,Gofuku
9300912,Toyama Ken,Toyama Shi,Himata
9300916,Toyama Ken,Toyama Shi,Mukaishinjomachi
9300916,Toyama Ken,Toyama Shi,Mukaishinjo
9300922,Toyama Ken,Toyama Shi,Oeboshi
9300952,Toyama Ken,Toyama Shi,Machimura
9300964,Toyama Ken,Toyama Shi,Higashiishiganemachi
9300972,Toyama Ken,Toyama Shi,Nagaeshimmachi
9300975,Toyama Ken,Toyama Shi,Nishinagae
9300982,Toyama Ken,Toyama Shi,Arakawa
9300992,Toyama Ken,Toyama Shi,Shinjomachi
9301262,Toyama Ken,Toyama Shi,Higashikuromaki
9301281,Toyama Ken,Toyama Shi,Higashifukusawa
9301313,Toyama Ken,Toyama Shi,Nakadaki
9302106,Toyama Ken,Toyama Shi,Yamada Kitayama
9302233,Toyama Ken,Toyama Shi,Nunome
9302233,Toyama Ken,Toyama Shi,Nunomenishi
9302233,Toyama Ken,Toyama Shi,Nunomekita
9318333,Toyama Ken,Toyama Shi,Hasumachi
9318415,Toyama Ken,Toyama Shi,Harihi
9318443,Toyama Ken,Toyama Shi,Shimoiino
9318445,Toyama Ken,Toyama Shi,Dosho
9318452,Toyama Ken,Toyama Shi,Higashitoyamakotobukicho
9320046,Toyama Ken,Oyabe Shi,Kannommachi
9320112,Toyama Ken,Oyabe Shi,Kiyosawa
9320114,Toyama Ken,Oyabe Shi,Shimizu
9320135,Toyama Ken,Oyabe Shi,Fujinomori
9320211,Toyama Ken,Nanto Shi,Inami
9320314,Toyama Ken,Tonami Shi,Shogawamachi Aoshima
9320805,Toyama Ken,Oyabe Shi,Nishinaka
9320812,Toyama Ken,Oyabe Shi,Kanayahongo
9320832,Toyama Ken,Oyabe Shi,Nobana
9330003,Toyama Ken,Takaoka Shi,Nomachi
9330018,Toyama Ken,Takaoka Shi,Koryomachi
9330021,Toyama Ken,Takaoka Shi,Shimozekimachi
9330023,Toyama Ken,Takaoka Shi,Suehiromachi
9330045,Toyama Ken,Takaoka Shi,Hommarumachi
9330057,Toyama Ken,Takaoka Shi,Hirokoji
9330062,Toyama Ken,Takaoka Shi,Ejiri
9330114,Toyama Ken,Takaoka Shi,Fushiki Kofu
9330116,Toyama Ken,Takaoka Shi,Fushiki Ichinomiya
9330224,Toyama Ken,Imizu Shi,Horioka Furumyojin
9330325,Toyama Ken,Takaoka Shi,Tateno
9330331,Toyama Ken,Takaoka Shi,Wakahocho
9330331,Toyama Ken,Takaoka Shi,Nakaho
9330802,Toyama Ken,Takaoka Shi,Rengeji
9330824,Toyama Ken,Takaoka Shi,Nishitoheizo
9330857,Toyama Ken,Takaoka Shi,Kizu
9330871,Toyama Ken,Takaoka Shi,Ekinan
9330947,Toyama Ken,Takaoka Shi,Hongo
9330954,Toyama Ken,Takaoka Shi,Miyukimachi
9330961,Toyama Ken,Takaoka Shi,Sagano
9330987,Toyama Ken,Takaoka Shi,Higashiebisaka
9340025,Toyama Ken,Imizu Shi,Hachimammachi
9340049,Toyama Ken,Imizu Shi,Kaganomiya
9340098,Toyama Ken,Takaoka Shi,Kamimakino
9350023,Toyama Ken,Himi Shi,Asahigaoka
9350024,Toyama Ken,Himi Shi,Kubo
9350031,Toyama Ken,Himi Shi,Yanaida
9350063,Toyama Ken,Himi Shi,Kano
9350112,Toyama Ken,Himi Shi,Ikubo
9350257,Toyama Ken,Himi Shi,Okubo
9360023,Toyama Ken,Namerikawa Shi,Yanagihara
9360065,Toyama Ken,Namerikawa Shi,Shimojima
9360066,Toyama Ken,Namerikawa Shi,Komohara
9360882,Toyama Ken,Namerikawa Shi,Nakanoshima
9370001,Toyama Ken,Uozu Shi,Hamakyoden
9370011,Toyama Ken,Uozu Shi,Kinoshitashin
9370041,Toyama Ken,Uozu Shi,Kichijima
9370806,Toyama Ken,Uozu Shi,Tomomichi
9380027,Toyama Ken,Kurobe Shi,Nakashin
9380043,Toyama Ken,Kurobe Shi,Inuyama
9380059,Toyama Ken,Kurobe Shi,Ishida
9380807,Toyama Ken,Kurobe Shi,Yamadashin
9390127,Toyama Ken,Takaoka Shi,Fukuokamachi Kamimino
9390131,Toyama Ken,Takaoka Shi,Fukuokamachi Arayashiki
9390234,Toyama Ken,Imizu Shi,Futakuchi
9390274,Toyama Ken,Imizu Shi,Kojima
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390341,Toyama Ken,Imizu Shi,Sanga
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390351,Toyama Ken,Imizu Shi,Hibari
9390364,Toyama Ken,Imizu Shi,Minamitaikoyama
9390526,Toyama Ken,Toyama Shi,Mizuhashi Tachimachi
9390561,Toyama Ken,Toyama Shi,Mizuhashi Ishiwari
9390626,Toyama Ken,Shimoniikawa Gun,Nyuzen
9390642,Toyama Ken,Shimoniikawa Gun,Uwano
9390672,Toyama Ken,Shimoniikawa Gun,Tanaka
9390700,Toyama Ken,Shimoniikawa Gun,Ikanikeisaiganaibaai
9390743,Toyama Ken,Shimoniikawa Gun,Doge
9391104,Toyama Ken,Takaoka Shi,Toidemachi
9391121,Toyama Ken,Takaoka Shi,Toide Aoicho
9391121,Toyama Ken,Takaoka Shi,Toideaozonocho
9391121,Toyama Ken,Takaoka Shi,Toide Komyoji
9391275,Toyama Ken,Takaoka Shi,Nakada
9391317,Toyama Ken,Tonami Shi,Yagi
9391335,Toyama Ken,Tonami Shi,Takanosu
9391338,Toyama Ken,Tonami Shi,Takanosude
